2,4,6,16,32
809.3299681231234,431.5311372315652,284.99159831735324,191.05055430708063,154.46416970883294
844.9202299209007,464.8944763809934,297.34230409263364,188.46686175811828,156.44300792214133
823.4407197064884,433.62933230885403,296.47926350671236,184.23619951694434,159.72571514918687
816.2223824882586,435.09422727616936,279.44075392634437,188.20981908397192,160.57538942835095
816.2624118747648,435.6317178391242,272.14657735922754,183.7692432191479,161.83290532133927
812.4751810115416,431.8593999010317,290.6974681073792,193.4486629349247,157.50069544622414
792.9037797634013,430.40592320407313,260.3107291511121,193.4183679163121,159.03797266383174
822.4789924205642,414.499841485561,264.0880511777385,197.63239043977134,161.68086572016588
819.6296652385743,427.4295734961511,280.68819167325285,193.96459593406792,161.72109982735577
822.5344776598256,422.15396854345494,293.2443195546925,183.2067257242038,162.73557215488105
